(1, [10], 191.01529105504355) 
(1, [20], 118.15062952041626) 
(1, [30], 114.88899167378743) 
(1, [40], 59.24173378944397) 
(1, [50], 137.46675070126852) 
(1, [60], 88.37515584627788) 
(1, [70], 68.66182200113933) 
(1, [80], 274.70215050379437) 
(1, [90], 51.37522101402283) 
(1, [100], 58.68720817565918) 
(1, [110], 207.24132363001505) 
(1, [120], 359.0317499637604) 
(1, [130], 241.13241783777872) 
(1, [140], 288.0517005125682) 
(1, [150], 245.71014618873596) 
(1, [160], 76.09862208366394) 
(1, [170], 111.09608308474223) 
(1, [180], 388.0976372559865) 
(1, [190], 235.30965209007263) 
(1, [200], 347.8567051887512) 
(1, [210], 376.71805516878766) 
(1, [220], 238.79743162790933) 
(1, [230], 320.34827562348765) 
(1, [240], 382.43714570999146) 
(1, [250], 392.5629514058431) 
(1, [260], 393.69144797325134) 
(1, [270], 267.79819385210675) 
(1, [280], 283.29075090090436) 
(1, [290], 290.61584376583458) 
(1, [300], 267.34563563455342) 
(1, [310], 278.16574613765146) 
(1, [320], 289.57664434115094) 
(1, [330], 354.62541751237571) 
(1, [340], 396.41333357493085) 
(1, [350], 390.8951487541199) 
(1, [360], 396.8911428451538) 
(1, [370], 397.7645734654376) 
(1, [380], 380.98017621040344) 
(1, [390], 500.0) 
(1, [400], 500.0) 
(1, [410], 269.48641204833984) 
(1, [420], 408.17361934979755) 
(1, [430], 500.0) 
(1, [440], 500.0) 
(1, [450], 500.0) 
(1, [460], 392.85453120867413) 
(1, [470], 277.48085498809814) 
(1, [480], 500.0) 
(1, [490], 500.0) 
(1, [500], 500.0) 
(1, [510], 416.24415675799054) 
(1, [520], 500.0) 
(1, [530], 500.0) 
(1, [540], 425.03592499097186) 
(1, [550], 500.0) 
(1, [560], 311.3895275592804) 
(1, [570], 393.2993252277374) 
(1, [580], 500.0) 
(1, [590], 428.7934760252635) 
(1, [600], 500.0) 
(1, [610], 406.06826400756836) 
(1, [620], 500.0) 
(1, [630], 500.0) 
(1, [640], 500.0) 
(1, [650], 500) 
(1, [660], 500) 
(1, [670], 500) 
(1, [680], 500) 
(1, [690], 500) 
(1, [700], 500) 
(1, [710], 500) 
(1, [720], 500) 
(1, [730], 500) 
(1, [740], 500) 
(1, [750], 500) 
(1, [760], 500) 
(1, [770], 500) 
(1, [780], 500) 
(1, [790], 500) 
(1, [800], 500) 
(1, [810], 500) 
(1, [820], 500) 
(1, [830], 500) 
(1, [840], 500) 
(1, [850], 500) 
(1, [860], 500) 
(1, [870], 500) 
(1, [880], 500) 
(1, [890], 500) 
(1, [900], 500) 
(1, [910], 500) 
(1, [920], 500) 
(1, [930], 500) 
(1, [940], 500) 
(1, [950], 500) 
(1, [960], 500) 
(1, [970], 500) 
(1, [980], 500) 
(1, [990], 500) 
